ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend,ctr,cvr,cpc,cpa,high_performer
enriched_ad_5759,campaign_028,GALWAY FILM FLEAH,"IRELAND'S LEADING FILM FESTIVAL
35th GALWAY FILM FLEADH
11-16 JULY 2023 WWW.GALWAYFILMFLEADH.COM",,,,image,entertainment,65076,1734,322,548.03,0.02664576802507837,0.18569780853517878,0.3160495963091119,1.7019565217391304,1
enriched_ad_5760,campaign_008,The Call for Projects Is Open,"AUDIOVISIVO MIA MERCATO INTERNAZIONALE Roma, October 9-13 ANIMATION - DOC - DRAMA - FILM",,,,image,entertainment,76133,1360,241,563.97,0.01786347575952609,0.17720588235294119,0.4146838235294118,2.340124481327801,0
enriched_ad_5761,campaign_010,Reward Your Inner Explorer with Skymiles,SkyMiles Program rules apply. ADELTA SkyMiles Join for Free >,,,,image,entertainment,24946,432,78,121.58,0.01731740559608755,0.18055555555555555,0.2814351851851852,1.5587179487179488,0
enriched_ad_5762,campaign_013,TD Follow Us,,,,,image,,69797,1431,99,890.89,0.020502313853030932,0.06918238993710692,0.6225646401118099,8.998888888888889,1
enriched_ad_5763,campaign_047,CISO FORUM,"VIRTUAL SUMMIT An Exclusive Executive Forum Focused on Cybersecurity Leadership and Strategy June 13-14, 2023 REGISTER NOW SECURITYWEEK CECEMS, INSINTSAN",REGISTER NOW,,,image,education,56615,840,85,620.46,0.014837057316965468,0.10119047619047619,0.7386428571428572,7.2995294117647065,0
enriched_ad_5764,campaign_018,Activated Your Purpose,Regent University offers an enriching experience to help you achieve your goals and fulfill your potential. Discover the opportunities that await at Regent.,Learn More,,,image,education,94313,1702,234,1118.07,0.018046292663789723,0.13748531139835488,0.656915393654524,4.778076923076923,0
enriched_ad_5765,campaign_034,orchidromance,,TAP TO BROWSE,,,image,,47148,862,68,462.19,0.018282853991685756,0.07888631090487239,0.5361832946635731,6.796911764705882,0
enriched_ad_5766,campaign_022,Shop Now > UP TO 70% OFF,,Shop Now > UP TO 70% OFF,,,image,ecommerce,68836,929,76,1106.56,0.013495845197280493,0.08180839612486544,1.1911302475780408,14.559999999999999,0
enriched_ad_5767,campaign_034,"For the Future, It's Time",Join Us Today and Be Part of Something Bigger.,Join Now!,facebook,,image,ecommerce,83735,1213,97,1169.54,0.014486176628649908,0.07996702390766694,0.9641714756801318,12.057113402061855,0
enriched_ad_5768,campaign_038,New Platinum 3G,Experience the ultimate in audio quality with our NEW Platinum 3G. Perfect for those who demand superior sound and seamless connectivity.,Shop Now,facebook,,image,ecommerce,24752,443,42,342.0,0.01789754363283775,0.09480812641083522,0.7720090293453724,8.142857142857142,0
enriched_ad_5769,campaign_022,TAMRON - 150-600mm,[For Sony and Fujifilm] $200 INSTANT SAVINGS,,,,image,ecommerce,99778,1542,112,1046.94,0.015454308565014332,0.07263294422827497,0.6789494163424125,9.347678571428572,0
enriched_ad_5770,campaign_049,Shop Tamron Telephoto Lenses Now,,SHOP TAMRON TELE LENSES NOW ►,,,image,ecommerce,42768,896,54,590.9,0.020950243172465393,0.060267857142857144,0.6594866071428571,10.942592592592591,1
enriched_ad_5771,campaign_025,TAMRON 150-500mm Di III VC VXD,[Model A057 for Sony and Fujifilm] AD Ce $200 INSTANT SAVINGS ►,,,,image,ecommerce,93100,1528,75,1062.63,0.016412459720730396,0.04908376963350786,0.6954384816753928,14.168400000000002,0
enriched_ad_5772,campaign_017,Non-Credit Online Sessions Starting Soon!,The Catechetical Institute at Saint Charles Borromeo Seminary offers non-credit online sessions starting in July. Register now to get started.,Register Now,,,image,education,59901,881,69,512.06,0.014707600874776714,0.07832009080590238,0.5812258796821793,7.421159420289854,0
enriched_ad_5773,campaign_002,THE SUMMER PARTY,SALT CITY WINE & DINE Aug. 19 | La Caille 21+ EVENT VENDORS VIP EXPERIENCES LIVE ENTERTAINMENT WITH NIGHT CONCERT GET TICKETS >> Vida lok Yoko lamen,>>,,,image,"entertainment, food and drink",28489,368,36,512.2,0.012917266313313911,0.09782608695652174,1.3918478260869567,14.22777777777778,0
enriched_ad_5774,campaign_029,THE SUMMER PARTY,SALT CITY WINE & DINE Aug. 19 | La Caille VENDORS VIP EXPERIENCES LIVE ENTERTAINMENT WITH NIGHT CONCERT GET TICKETS > SA Vok,> Get Tickets Now!,,,image,"entertainment, food and beverage services",62224,1196,89,632.59,0.019220879403445617,0.07441471571906355,0.5289214046822742,7.1077528089887645,0
enriched_ad_5775,campaign_050,Search for Speakers?,Compare Before You Buy,,,,image,ecommerce,34663,367,33,608.4,0.01058765831001356,0.08991825613079019,1.6577656675749317,18.436363636363637,0
enriched_ad_5776,campaign_032,The Heart of Asia,"Welcome to Taiwan! NT$5,000 Terms and Conditions Apply Rewards Await!",,,,image,ecommerce,76446,1588,142,1230.13,0.02077283311095414,0.08942065491183879,0.7746410579345089,8.662887323943663,1
enriched_ad_5777,campaign_009,AMERICAN QUEEN,Voyages™ Experience the Wonder of North America’s Most Iconic Waterways Learn More AMERICAN QUEEN,LEARN MORE,,,image,entertainment,85599,1367,220,728.93,0.015969812731457145,0.16093635698610095,0.5332333577176298,3.3133181818181816,0
enriched_ad_5778,campaign_050,Hawaii Rehas Experience True Healing,,(808) 725-2350,,,image,healthcare,51363,703,52,1137.8,0.013686895235870179,0.07396870554765292,1.6184921763869131,21.88076923076923,0
enriched_ad_5779,campaign_018,EGETA JUMP ON THE NEW SEASON!,"REGISTER NOW! PREMIER CUP August 18-20, 2023 U9-U19 Boys & Girls",,,,image,entertainment,75473,1805,245,401.47,0.023915837451803958,0.13573407202216067,0.22242105263157896,1.6386530612244898,1
enriched_ad_5780,campaign_034,Premita Loudoun Premier Cup,,,,,image,entertainment,65836,1779,162,348.81,0.02702169026064767,0.09106239460370995,0.196070826306914,2.1531481481481483,1
enriched_ad_5781,campaign_020,Helping Your Business Grow,How can we help you? EXCHANGEBANK.COM > Member FDIC NMLS ID 643948 EB Exchange Bank,,,,image,ecommerce,35605,557,50,403.28,0.015643870242943406,0.08976660682226212,0.7240215439856373,8.0656,0
enriched_ad_5782,campaign_028,Ferrari-Carano,"Your table awaits you.
Kandy
Resor Open daily. Reserve Now",Reserve Now,,,image,ecommerce,21880,374,33,346.42,0.017093235831809873,0.08823529411764706,0.9262566844919786,10.497575757575758,0
enriched_ad_5783,campaign_015,Roth Estate Adults at Play,First Fridays of the Month Join The Fun,,,,video,entertainment,38385,1360,214,267.37,0.035430506708349616,0.15735294117647058,0.19659558823529413,1.249392523364486,1
enriched_ad_5784,campaign_026,Subscribe and Save,"Print | Desktop
Phone / Tablet
+ Bonus PDF
Sound on Sound
Studio Business
NE
Auto",,,,image,ecommerce,92295,1902,176,1634.61,0.020607833577116853,0.09253417455310199,0.8594164037854889,9.287556818181818,1
enriched_ad_5785,campaign_034,Abbott TO FIND A PAIN SPECIALIST NEAR YOU,,CLICK HERE,,,image,healthcare,66400,745,53,1682.64,0.011219879518072289,0.07114093959731543,2.2585771812080537,31.747924528301887,0
enriched_ad_5786,campaign_022,Show Your Love for Ocean,Take the pledge to eat sustainably. MSC www.wh... CHOOSE CERTIFIED SUSTAINABLE SEAFOOD,,,,image,ecommerce,44128,735,41,586.21,0.016656091370558377,0.055782312925170066,0.7975646258503402,14.297804878048781,0
enriched_ad_5787,campaign_035,Book Now & Save 20%,,Book now & save 20%,,,image,ecommerce,78914,1256,63,1170.33,0.015916060521580455,0.05015923566878981,0.9317914012738853,18.576666666666664,0
enriched_ad_5788,campaign_003,Daily Phonetic News Insights,"Stay updated with Sports Pro's daily phonetic news insights, including analysis and modifications. Sign up to get exclusive content.",Sign Up Now,facebook,,image,entertainment,41903,919,138,334.54,0.02193160394243849,0.1501632208922742,0.3640261153427639,2.4242028985507247,1
enriched_ad_5789,campaign_040,Sport for Good,Championing the brands making a positive impact through sport. Nominations close July 21st.,NOMINATE NOW,,,image,ecommerce,35129,436,31,354.76,0.012411397990264453,0.07110091743119266,0.8136697247706421,11.443870967741935,0
enriched_ad_5790,campaign_047,Whose TEXT UNCLE LARRY (415) 548-9135,LARRY'S MARKET RUN 2023 WORLD TOUR NORTH AMERICA WITH MONROE FLOW & DVME JUNE 27 THE FILLMORE SILVER SPRING LIVE NATION,,,,image,entertainment,44972,1183,187,256.2,0.026305256604109224,0.158072696534235,0.2165680473372781,1.3700534759358287,1
enriched_ad_5791,campaign_016,LARRY'S MARKET RUN WORLD TOUR,2023 Whose TEXT UNCLE LARRY (415) 545-0125 NORTH AMERICA LIVE NATION WITH MONROE FLO FLOW ADVE JUNE 27 THE FILLMORE SILVER SPRING,,,,image,entertainment,38626,568,53,249.38,0.014705120903018691,0.09330985915492958,0.43904929577464785,4.705283018867925,0
enriched_ad_5792,campaign_030,LARRY'S MARKET RUN WORLD TOUR,2023 LIVE NATION ATM WITH MONROE FLOW & DVME JUNE 27 THE FILLMORE SILVER SPRING WHOSE 9 TEXT UNCLE LARRY (415) 548-9125 NORTH AMERICA,,,,image,entertainment,69432,1664,287,492.62,0.02396589468832815,0.17247596153846154,0.2960456730769231,1.716445993031359,1
enriched_ad_5793,campaign_023,AudioVectors Handmade,"Audiovectors are handmade instruments crafted with precision and passion. Since its inception in Denmark back in 1979, AudioVectors has been dedicated to producing high-quality stereophile audio equipment that meets the most demanding standards.",Discover More,,,image,ecommerce,46353,738,47,644.78,0.0159212995922594,0.06368563685636856,0.8736856368563686,13.718723404255318,0
enriched_ad_5794,campaign_042,Click Here to See Available Jobs in Summit County and Beyond!,Colorado Mountain Jobs,,,,image,employment,61379,897,82,897.93,0.014614118835432314,0.09141583054626533,1.0010367892976588,10.950365853658536,0
enriched_ad_5795,campaign_042,37th ANNIVERSARY Sentimental Journey,"2023 A Family-Oriented Fly-In William T. Piper Airport, Lock Haven, PA 17745 (LHV). Tue., June 20 - Sat. June 24, 2023 Gates Open 9:00 am - 10:00 pm daily, Free admission after 5pm, and all day Saturday.",,,,image,travel,68623,1121,75,872.52,0.01633563091091908,0.06690454950936664,0.7783407671721677,11.6336,0
enriched_ad_5796,campaign_038,*WIN A SET OF SPORT MAXX*,S FECAR *T&Cs apply SAFETY C STICK WITH Dunlop ENTER NOW,,,,image,automotive,51220,917,27,1080.27,0.017903162827020695,0.029443838604143947,1.1780479825517993,40.01,0
enriched_ad_5797,campaign_047,✯Innovation ✯,Get up to 50% off on Ableton Live Suite. Get the latest features with an upgrade.,Shop Now,,,image,ecommerce,36788,572,53,415.71,0.0155485484397086,0.09265734265734266,0.7267657342657342,7.843584905660377,0
enriched_ad_5798,campaign_030,advertise on syracuse.com,syracuse.com is number one newspaper website in the USA. Check out our 2017 Nielsen Penetration Report.,,,,image,ecommerce,75660,883,47,1051.46,0.011670631773724557,0.053227633069082674,1.1907814269535675,22.371489361702128,0
enriched_ad_5799,campaign_044,City of South Lake Tahoe Parade,"Join us for the City of South Lake Tahoe July 3 parade! Experience vibrant floats, music and community spirit. Don't miss out on this exciting event happening at 9 AM.",Shop Now,,,image,entertainment,34118,655,64,172.23,0.01919807726126971,0.09770992366412214,0.26294656488549617,2.69109375,0
enriched_ad_5800,campaign_049,"Sunday, July 16 Noon - 4 p.m. Florida State Fairgrounds",Featuring the BRIDAL ared's top wedding SHOW professionals Presented by Tampa Bay Times $5 Admission,,,,image,entertainment,81096,1224,141,427.17,0.015093222846996152,0.11519607843137254,0.3489950980392157,3.0295744680851064,0
enriched_ad_5801,campaign_027,Brat Show at Tampa Bay,"Tampa Bay's Brat show is coming to Florida State Fairgrounds. Enjoy free admission and entertainment from Fri., June 23, 10 AM - 5 PM through Sun., June 25, 10 AM - 5 PM.",,,,image,entertainment,68649,1096,169,528.06,0.015965272618683447,0.1541970802919708,0.48180656934306565,3.1246153846153844,0
enriched_ad_5802,campaign_008,The Tampa Bay Times,Their decisions affect you. Stay informed.,,,,image,news,68076,736,69,1032.52,0.010811446030906634,0.09375,1.4028804347826087,14.964057971014492,0
enriched_ad_5803,campaign_024,"LEARN HOW TO DISPOSE","& RECYCLE YOUR WASTE GET YOUR FREE LOCAL GUIDE TODAY Taos County Backyard & Household Waste Management Guide Pick up your copy at: AMIGOS BRAVOS 114 Des Georges Place, Taos OR CLICK HERE",Learn More,facebook,,image,ecommerce,36171,574,53,468.04,0.015869066379143513,0.09233449477351917,0.8154006968641115,8.830943396226415,0
enriched_ad_5804,campaign_024,Enhance Your Expertise With Drexel's School of Education,"Online Education Degree and Certificate Programs
Drexel University",,,,image,education,25438,414,33,227.82,0.0162748643761302,0.07971014492753623,0.5502898550724638,6.903636363636363,0
enriched_ad_5805,campaign_025,Enhance Your Expertise,"With Drexel's School of Education, you can pursue online degree and certificate programs from the prestigious Drexel University.",,,,image,education,64735,1302,164,576.25,0.02011276743647177,0.1259600614439324,0.4425883256528418,3.513719512195122,1
enriched_ad_5806,campaign_001,Start Here,Lead the future of education at Quinnipiac University.,,,,image,education,24484,535,50,279.32,0.021851004737787942,0.09345794392523364,0.5220934579439253,5.5864,1
enriched_ad_5807,campaign_038,Check Now,700W AC-DC CINCON PDF700S BRICK POWER MODULE,,,,image,electronics/electrical equipment,89135,976,67,1393.2,0.010949683065013743,0.06864754098360656,1.4274590163934426,20.79402985074627,0
enriched_ad_5808,campaign_038,Ultimate Guide to Successful Lot Deployment,Learn the requirements and use best practices for successful lot deployment. E-Guide by ComputerWeekly.com covering Ultimate IoT implementation guide for businesses.,,,,image,"education, healthcare, finance, entertainment, travel, food, automotive, real_estate",97638,1148,117,1099.78,0.011757717282205699,0.1019163763066202,0.9579965156794424,9.39982905982906,0
enriched_ad_5809,campaign_016,ONE BY Season 4 WILLIE STREAMING NOW,Listen on Apple Podcasts or wherever you get your podcasts.,,,,video,entertainment,42375,1026,134,252.21,0.024212389380530972,0.13060428849902533,0.2458187134502924,1.8821641791044776,1
enriched_ad_5810,campaign_010,ONE BY WILLIE Season,Streaming Now Listen on Apple Podcasts or wherever you get your podcasts. Listen on Apple Podcasts WITH SUPPORT FROM STILL AUSTIN WHISKY Co.,,apple_podcasts,,video,entertainment,96253,3240,433,519.5,0.03366128847932012,0.13364197530864197,0.1603395061728395,1.199769053117783,1
enriched_ad_5811,campaign_015,Chromium Gene Expression Flex,"Flex your single cell muscle More samples, more insights, more savings Learn how",,,,image,ecommerce,52801,980,63,598.25,0.0185602545406337,0.06428571428571428,0.6104591836734694,9.496031746031745,0
enriched_ad_5812,campaign_033,Collisions? Put Your Trust in Us!,,,,,image,ecommerce,40557,431,26,405.68,0.010627018763715265,0.060324825986078884,0.9412529002320186,15.603076923076923,0
enriched_ad_5813,campaign_001,"MYKA","Father's Day is June 18th com Laria Sar",Learn More,facebook,,image,ecommerce,86204,979,70,1500.94,0.011356781587861351,0.07150153217568948,1.5331358529111339,21.442,0
enriched_ad_5814,campaign_041,ENOCH FRATT free LIBRARY SUMMER BREAK BALTIMORE June 1 - August 31 All ages | Build your home librar,,Register at any Pratt location or prattlibrary.org/summerbreak,,,image,"education, entertainment",33102,672,57,542.92,0.02030088816385717,0.08482142857142858,0.8079166666666666,9.524912280701754,1
enriched_ad_5815,campaign_015,Support Journalism Like This,Become a Daily Beast Subscriber for Less Than 11¢ Per Day. Subscribe Now DALEY BEAST,Subscribe Now,,,image,entertainment,76340,1574,285,581.72,0.020618286612522924,0.18106734434561628,0.3695806861499365,2.041122807017544,1
enriched_ad_5816,campaign_019,Tree Care,Explore our services with Free Estimates and Consultations. Contact us at 607 226-8444 for more details.,,,,image,ecommerce,88647,1205,86,1185.29,0.013593240605999075,0.07136929460580912,0.983643153526971,13.782441860465116,0
enriched_ad_5817,campaign_015,OCHEN TVIS COCOUNTINL,1798 CHENANGO COUNTY NOW HIRING CASE WORKER & SOCIAL WELFARE EXAMINER APPLY HERE,,,,image,employment,99986,1816,179,1441.65,0.018162542755985837,0.098568281938326,0.7938601321585903,8.05391061452514,0
enriched_ad_5818,campaign_049,NOW HIRING,,Click Here to Apply,,,image,ecommerce,75872,1447,132,878.72,0.01907159426402362,0.0912232204561161,0.6072702142363511,6.656969696969697,0
enriched_ad_5819,campaign_034,QC KineTIX - NON-SURGICAL REGENERATION,Pain due to arthritis or a sports injury? We can help! Relieve pain without surgery!,,,,image,healthcare,46327,754,46,805.94,0.016275606018088803,0.0610079575596817,1.0688859416445624,17.520434782608696,0
enriched_ad_5820,campaign_044,Mimecast - The Only Copilot for Microsoft 365,Experience an additional level of protection to ensure the safety and privacy of your emails. Mimecast offers comprehensive security solutions tailored specifically for M365 users.,Get Started with FREE Trial Today!,facebook,,image,ecommerce,24258,274,15,383.43,0.011295242806496826,0.05474452554744526,1.3993795620437957,25.562,0
enriched_ad_5821,campaign_034,ISRAEL (360) - Ultimate Challenge to Save More Lives!,"(Click Here)
To Sign Up for the Ultimate Challenge and save more lives!
1104 Jordan
4th-12th November 2023",CLICK HERE TO SIGN UP FOR THE ULTIMATE CHALLENGE AND SAVE MORE LIVES!11104 JORDAN SAVING,,,image,ecommerce,88961,1243,125,1284.79,0.013972414878429873,0.1005631536604988,1.0336202735317779,10.278319999999999,0
enriched_ad_5822,campaign_025,Nation.CLIMATE,A biweekly newsletter of The Nation's top climate coverage #46 SIGN UP NOW!,Sign Up Now! Sign up now to receive our latest insights on the world's most pressing environmental issues.,,,image,news and media,61067,694,63,1011.05,0.011364566787299196,0.09077809798270893,1.456844380403458,16.048412698412697,0
enriched_ad_5823,campaign_022,Top Climate Coverage,+4 of the Nation's top climate coverage. A biweekly newsletter.,SIGN UP NOW!,,,image,news and media,73054,1378,80,1275.26,0.018862759054945655,0.05805515239477504,0.9254426705370101,15.94075,0
enriched_ad_5824,campaign_014,News Minute,Like our journalism? Support us. Become a member.,Become a Member,,,image,entertainment,33712,798,96,201.36,0.02367109634551495,0.12030075187969924,0.2523308270676692,2.0975,1
enriched_ad_5825,campaign_050,Target Identified,Kirsty is an experienced Warehouse Operative at Target.,,,,image,ecommerce,45009,745,64,728.68,0.01655224510653425,0.08590604026845637,0.9780939597315436,11.385625,0
enriched_ad_5826,campaign_008,Intelligent Radio from the Times,,,,,image,entertainment,51472,1262,235,445.96,0.024518184644078334,0.1862123613312203,0.35337559429477017,1.8977021276595745,1
enriched_ad_5827,campaign_015,Big Things Are Coming,,,,,image,ecommerce,63533,821,51,1128.5,0.012922418270819889,0.06211936662606577,1.374543239951279,22.127450980392158,0
enriched_ad_5828,campaign_037,Plan Goals for Life,RBC Wealth Management offers personalized financial planning services to help you achieve your life's aspirations.,,,,image,finance,55421,501,24,1504.4,0.00903989462478122,0.04790419161676647,3.002794411177645,62.68333333333334,0
enriched_ad_5829,campaign_028,VOTE FOR US! TIMES-CALL READERS' CHOICE PRECISION PLUMBING HEATING COOLING ELECTRICAL,,,,,image,ecommerce,77546,1092,89,1222.94,0.014081964253475356,0.0815018315018315,1.119908424908425,13.740898876404495,0
enriched_ad_5830,campaign_036,Modernize Test Automation,SOURCEFORGE - Customers Love Us. Modernize test automation with Al to release mobile apps faster and deliver quality software at DevOps speed.,Learn More,,,image,ecommerce,46232,496,25,641.47,0.010728499740439523,0.05040322580645161,1.2932862903225808,25.6588,0
enriched_ad_5831,campaign_050,Testim - Modernize Test Automation,"SOURCHFORGE
Customers Love Us
Modernize test automation with Al to release mobile apps faster. Deliver quality software at DevOps speed.",Learn More,,,image,ecommerce,65726,1047,62,905.18,0.01592976904117092,0.05921680993314231,0.8645463228271251,14.599677419354839,0
enriched_ad_5832,campaign_015,Source Forge - Modernize Test Automation,"Discover how Source Forge can help you modernize your test automation process. With our advanced tools, you'll be able to release mobile apps faster and deliver quality software at DevOps speed.",Learn More,,,image,ecommerce,48429,755,62,761.87,0.015589832538355117,0.08211920529801324,1.0090993377483444,12.288225806451614,0
enriched_ad_5833,campaign_047,DOWNLOAD TO GET THE DOWN LOW!,"Get it on Google Play. DUT News, July 10th, 6:55 PM AV Pot. TMZ Videos Photos. NBA's Andre Drummond - BIKINIS, BOOTY AND Booze IN NEW RAP VIDEO.",,,,video,entertainment,22629,428,73,184.07,0.018913783198550534,0.1705607476635514,0.4300700934579439,2.5215068493150685,0
enriched_ad_5834,campaign_002,Try Defeat The Boss!,,,,,image,entertainment,62443,1548,198,466.09,0.024790609035440322,0.12790697674418605,0.30109173126614985,2.353989898989899,1
enriched_ad_5835,campaign_013,Fly to Europe from Haneda,,Book Now,,,image,travel,48011,608,47,978.43,0.012663764553956385,0.07730263157894737,1.6092598684210526,20.817659574468085,0
enriched_ad_5836,campaign_006,The Blade,What are you wading for?,,,,image,entertainment,55697,995,151,329.46,0.017864516939871088,0.15175879396984926,0.33111557788944723,2.1818543046357615,0
enriched_ad_5837,campaign_050,The Blade,What are you wading for?,,,,image,,80620,1095,60,1341.52,0.013582237658149343,0.0547945205479452,1.2251324200913243,22.358666666666668,0
enriched_ad_5838,campaign_037,Driving Texas,business forward. Learn more TexasMutual WORKERS' COMP INSURANCE,,,,image,ecommerce,37468,471,34,488.7,0.012570727020390733,0.07218683651804671,1.0375796178343948,14.373529411764705,0
enriched_ad_5839,campaign_017,PRINCESS CRUISES come back new,HEART OF ALASKA ESCORTED CUSTOM CRUISE TOUR 13 Nights starting at $2999pp* 1-800-576-2378 cruisestoalaska.com CRUISES TO ALASKA,,,,image,ecommerce,53122,849,69,564.09,0.01598207898798991,0.0812720848056537,0.6644169611307421,8.175217391304349,0
enriched_ad_5840,campaign_015,Best Northern Lights Viewing Tours,Discover the stunning beauty of Aurora Borealis with WildAlaskaTravel.com. Experience unforgettable lights viewing tours in Alaska's pristine wilderness.,Book Now,,,image,travel,36726,533,44,744.13,0.014512879159178784,0.0825515947467167,1.3961163227016886,16.912045454545453,0
enriched_ad_5841,campaign_049,Princess Cruises Heart of Alaska,"Heart of Alaska Escorted Castor Cruise to Alaskan Adventure. Experience the beauty and serenity of Alaska with Princess Cruises' luxurious cruise ship, featuring stunning views from your private balcony.",Visit Princess Cruises Website for More Information or Book Now!,,,image,ecommerce,91015,1199,68,1044.08,0.013173652694610778,0.0567139282735613,0.8707923269391159,15.354117647058823,0
enriched_ad_5842,campaign_004,Discover Lindblad Expeditions,Explore the world with our comprehensive training programs and advisor services designed to grow your sales. Discover Expedition 360° for an unparalleled travel experience.,Learn More,,,image,ecommerce,20594,241,19,296.06,0.011702437603185394,0.07883817427385892,1.2284647302904563,15.582105263157894,0
enriched_ad_5843,campaign_002,Discover Expedition 360°,"Grow your sales with our Advisor Training Program. Lindblad Expeditions, National Geographic.",Learn More,,,image,ecommerce,30743,601,30,531.78,0.01954916566372833,0.04991680532445923,0.8848252911813643,17.726,0
enriched_ad_5844,campaign_048,FREE TEXTING FOR AEROPLAN MEMBERS,"Message friends, family and colleagues, over Wi-Fi, while flying.",,,,image,ecommerce,51160,581,58,633.16,0.01135652853792025,0.09982788296041308,1.0897762478485369,10.91655172413793,0
enriched_ad_5845,campaign_018,FREE TEXTING FOR AEROPLAN MEMBERS,"Message friends, family and colleagues, over Wi-Fi, while flying.",,,,image,ecommerce,41856,816,46,412.1,0.0194954128440367,0.056372549019607844,0.5050245098039216,8.958695652173914,0
enriched_ad_5846,campaign_037,TAKE SAVE GET SPRINGINTO 75% +800+ $800 OFF SUMMERSALE,,Learn More,,,image,entertainment,63090,1092,116,546.14,0.01730860675225868,0.10622710622710622,0.5001282051282051,4.708103448275862,0
enriched_ad_5847,campaign_037,TRIBUNE CHRONICLE - YOUR TRUSTED NEWS FOR TRUMBULL COUNTY,,Subscribe Today,,,image,news,47402,506,32,803.31,0.010674655077844817,0.06324110671936758,1.5875691699604741,25.1034375,0
enriched_ad_5848,campaign_027,Kimic Market - WHOLESALE NATURAL KOREAN ONLINE GROCERY,"Discover Kimic, your go-to online marketplace for wholesome and natural Korean groceries. Enjoy an extensive selection of delicious products like Makkees (sweet potato flour) that everyone loves.",Shop Now!,facebook,,image,ecommerce,40730,625,49,696.94,0.015344954578934446,0.0784,1.115104,14.22326530612245,0
enriched_ad_5849,campaign_006,"fetch","COMPRA Descarga la app Download on the App Store GET IT ON Google Play",Learn More,facebook,,video,ecommerce,29256,507,44,332.99,0.01732977850697293,0.08678500986193294,0.656785009861933,7.567954545454546,0
enriched_ad_5850,campaign_041,Discover Extra Lan Watch,,,,,video,ecommerce,39625,947,70,613.43,0.023899053627760253,0.07391763463569166,0.6477613516367475,8.763285714285713,1
enriched_ad_5851,campaign_032,WATCH THE UMC VIDEO UPDATES RECAP IN THE BLINK OF AN EYE!,,,,,video,entertainment,65812,2352,413,476.63,0.03573816325290221,0.17559523809523808,0.2026488095238095,1.1540677966101696,1
enriched_ad_5852,campaign_028,Partnership with Missionaries,"Advance, ballys. The United Give Now.",Give Now,,,image,ecommerce,59772,1158,110,839.87,0.019373619755069262,0.09499136442141623,0.7252763385146805,7.6351818181818185,0
enriched_ad_5853,campaign_041,FIND THE NEXT STOP ON YOUR EDUCATIONAL JOURNEY,,Explore Now,,,image,education,69495,990,126,826.4,0.014245629181955537,0.12727272727272726,0.8347474747474747,6.5587301587301585,0
enriched_ad_5854,campaign_037,Register for the 74th International Astronautical Congress,"The 74th International Astronautical Congress will be held from October 2-6, 2023 in Baku, Azerbaijan. azercosmos is proud to support this prestigious event.",,,,image,education,82150,1111,90,777.49,0.013524041387705417,0.081008100810081,0.6998109810981098,8.638777777777777,0
enriched_ad_5855,campaign_035,North Country Septic Disposal,"Solid waste collection, recycling and septic waste disposal services locally owned.",Call Us Today,,,image,ecommerce,29960,552,28,487.07,0.01842456608811749,0.050724637681159424,0.882373188405797,17.395357142857144,0
enriched_ad_5856,campaign_004,2023 Gear Is Here,"US Open, US Ope Be among the first to get the new apparel USTA 2023.",SHOP,,,image,ecommerce,55110,906,49,887.07,0.01643984757757213,0.05408388520971302,0.9791059602649007,18.1034693877551,0
enriched_ad_5857,campaign_008,HSBC Small Cap Fund,See opportunity where others don’t. Invest now.,Invest Now,,,image,ecommerce,21053,270,15,226.36,0.012824775566427587,0.05555555555555555,0.8383703703703704,15.090666666666667,0
enriched_ad_5858,campaign_006,Find a Vet Near You,,,,,image,ecommerce,94299,1435,110,1440.14,0.015217552678183225,0.07665505226480836,1.003581881533101,13.09218181818182,0
enriched_ad_5859,campaign_034,Music Store,"Discover the ultimate destination to find all your musical needs in one place. Whether you're looking for instruments, sheet music or accessories, we've got you covered.",Shop Now,,,image,ecommerce,43615,615,47,631.93,0.01410065344491574,0.07642276422764227,1.0275284552845527,13.44531914893617,0
enriched_ad_5860,campaign_045,Lowbrow Eats & Drinks for Vegans and Carnivores,,,,,image,food,92022,1906,176,815.67,0.020712438329964573,0.09233997901364113,0.42794858342077646,4.634488636363636,1
enriched_ad_5861,campaign_030,Summer Sale at Ramada Plaza Resort & Suites,Save 50% off on all reservations! Book now to enjoy this exclusive discount.,Book Now,,,image,ecommerce,29143,354,36,367.28,0.012146999279415297,0.1016949152542373,1.0375141242937853,10.202222222222222,0
enriched_ad_5862,campaign_038,SHIMANO NONSTOP CONFIDENCE,TECHNOLOGY NEXT-LEVEL STOPPING POWER ICE TECHNOLOGIES,,,,image,ecommerce,60993,1017,70,634.52,0.01667404456249078,0.0688298918387414,0.623913470993117,9.064571428571428,0
enriched_ad_5863,campaign_029,Generac - Power Protection,"Experience uninterrupted power with Generac's reliable backup solutions. Our generators ensure your home and business stay powered, even during emergencies.",Shop Now,facebook,,image,ecommerce,60779,1086,103,1005.75,0.01786801362312641,0.09484346224677716,0.9261049723756906,9.764563106796116,0
enriched_ad_5864,campaign_010,THE SUMMER SEASON LONDON JUNE-JULY,Sotheby's SUCCESSIONALBERTO GIACOMETTI/DACS2023,LEARN MORE,,,image,ecommerce,73028,767,71,1064.42,0.010502820835843786,0.09256844850065189,1.3877705345501956,14.991830985915493,0
